name_a,type_a,name_b,type_b,similarity,decision,confidence,reason
web 頁面,app,網站 weba,app,0.8372,same,0.8,節點 A 和節點 B 的名稱語意相近，均指涉網站或網頁
電腦軟體,app,網路應用軟體,app,0.8419,same,0.8,節點 A 和節點 B 的名稱雖然不同，但都指稱軟體應用程式的概念
檔案傳輸軟體,app,檔案傳輸服務,app,0.8353,different,0.8,檔案傳輸軟體和檔案傳輸服務雖相關但指稱不同概念
組織的網站,app,官網,app,0.8343,same,0.9,節點 A 和節點 B 的名稱語意等價，均指組織的官方網站
雲端應用程式,app,行動應用程式,app,0.8326,different,0.8,雲端應用程式和行動應用程式雖相關但指稱不同概念
安裝軟體,app,軟體程式,app,0.8372,same,0.8,節點名稱語意相近，安裝軟體和軟體程式都指涉軟體應用
軟體系統,app,電腦軟體,app,0.8313,same,0.9,軟體系統和電腦軟體是同義詞
網站應用程式伺服器,app,網站應用程式,app,0.8362,different,0.8,節點 A 指的是網站應用程式的伺服器，節點 B 指的是網站應用程式本身
手機app程式,app,第三方 app,app,0.8306,different,0.8,節點 A 和節點 B 雖然都屬於 app 類別，但節點 A 強調的是手機 app 程式，而節點 B 則是第三方 app，指稱不同概念
網路應用程式,app,app,app,0.8304,same,0.8,節點 A 和節點 B 的名稱語意等價，均指稱應用程式的概念
應用軟體子系統,app,應用程式套件,app,0.828,different,0.8,兩節點名稱雖相關但指稱不同概念
ftp伺服器,app,ftp,app,0.8365,same,0.9,ftp伺服器和ftp是同義詞，均指檔案傳輸協定伺服器
智慧冰箱,app,智慧瓦斯桶,app,0.8241,different,0.9,兩節點名稱雖然都包含『智慧』，但指稱不同的家電概念
dns,app,ldap,app,0.8263,different,0.9,dns 和 ldap 是兩個不同的應用程式
行動應用程式,app,第三方 app,app,0.8286,same,0.8,兩節點名稱語意相關，行動應用程式通常指第三方 app
安裝軟體,app,電腦軟體,app,0.8221,different,0.8,節點 A 和節點 B 雖然都與軟體相關，但安裝軟體和電腦軟體指稱不同的概念
網路應用程式,app,行動應用程式,app,0.823,different,0.8,網路應用程式和行動應用程式雖相關但指稱不同概念
電腦軟體,app,電腦程式,app,0.8219,same,0.9,電腦軟體和電腦程式是同義詞
應用軟體,app,應用系統,app,0.8436,same,0.9,應用軟體和應用系統是同義詞
網路應用軟體,app,網站應用程式,app,0.822,same,0.8,節點 A 和節點 B 的名稱語意相近，均指涉網路應用程式
搜尋引擎,app,google,app,0.8234,different,0.8,搜尋引擎是應用程式的一種類型，google是搜尋引擎的一個實例
服務,app,http 服務,app,0.8207,same,0.8,服務和http服務在此語境下可視為同義詞
銀行網站,app,網頁,app,0.8214,different,0.8,銀行網站和網頁是相關但不同的概念
google,app,google drive,app,0.8202,different,0.8,google 和 google drive 雖相關但指稱不同概念
網頁,app,惡意網站,app,0.8183,different,0.9,網頁和惡意網站是相關但不同概念
telnet 服務,app,ftp 服務,app,0.82,different,1.0,telnet 和 ftp 是兩種不同的網路服務
系統應用程式,app,應用程式套件,app,0.8201,different,0.8,系統應用程式和應用程式套件雖相關但指稱不同概念
服務,app,ftp 服務,app,0.8176,different,0.8,節點 A 和節點 B 雖然都與服務相關，但 ftp 服務是特定類型的服務，指稱不同概念
網頁,app,網站服務,app,0.82,different,0.8,網頁和網站服務相關但指稱不同概念
應用系統程式,app,手機app程式,app,0.8157,same,0.8,兩節點名稱語意相近，均指稱應用程式
otp app,app,行動應用程式,app,0.8171,different,0.8,otp app 指的是特定類型的應用程式，行動應用程式則是更廣泛的概念
雲端應用程式,app,網路應用軟體,app,0.8153,same,0.8,兩節點名稱語意相近，雲端應用程式和網路應用軟體都指的是在網路上運行的應用程式
假造的銀行網站,app,銀行網站,app,0.8328,different,0.8,節點 A 是假造的銀行網站，節點 B 是真正的銀行網站，兩者指稱不同概念
google drive,app,microsoft onedrive,app,0.8151,different,0.9,google drive 和 microsoft onedrive 是兩個不同的雲端儲存應用程式
受害網站,app,不安全網站,app,0.8157,same,0.8,受害網站和不安全網站是同義詞
應用軟體子系統,app,網路應用軟體,app,0.8139,different,0.8,節點名稱雖相關但指稱不同概念
mysql,app,apache,app,0.8128,different,1.0,mysql 和 apache 是兩個不同類型的應用程式
app,app,應用系統,app,0.8139,same,0.9,app 和 應用系統 是同義詞
應用系統程式,app,app,app,0.8122,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指應用程式
web 應用程式,app,網站應用程式伺服器,app,0.8121,different,0.8,節點 A 指的是一般的 web 應用程式，節點 B 則強調伺服器端的網站應用程式
檔案傳輸服務,app,ftp 服務,app,0.8102,same,0.9,檔案傳輸服務和ftp服務語意等價
受害網站,app,惡意網站,app,0.8114,different,0.8,兩節點名稱語意不同，指稱受害網站和惡意網站的不同概念
應用程式套件,app,應用系統,app,0.8249,different,0.8,應用程式套件和應用系統雖相關但指稱不同概念
雲端應用程式,app,手機app程式,app,0.8087,different,0.8,雲端應用程式和手機app程式雖相關但指稱不同概念
ftp伺服器,app,www伺服器,app,0.8101,different,0.8,ftp伺服器和www伺服器是兩種不同類型的伺服器
套裝軟體,app,軟體系統,app,0.8085,different,0.8,套裝軟體和軟體系統雖相關但指稱不同概念
程式,app,java 程式,app,0.808,different,0.8,節點 A 和節點 B 雖然都與程式相關，但節點 B 特指 Java 程式，指稱不同概念
網路應用程式,app,web 應用程式,app,0.8083,same,0.9,網路應用程式和web應用程式是同義詞
網路應用軟體,app,應用程式套件,app,0.8078,different,0.8,節點 A 和節點 B 雖然都屬於 app 類別，但名稱語意上指稱不同概念
組織的網站,app,網頁,app,0.8179,different,0.8,節點 A 指組織的網站，節點 B 指網頁，兩者相關但指稱不同概念
電話ic卡,app,校園ic卡,app,0.8085,different,0.9,兩節點名稱雖然都包含 ic 卡，但指稱不同類型的卡片
微軟網路芳鄰,app,芳鄰,app,0.8047,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指微軟網路芳鄰
app,app,網站應用程式,app,0.8046,same,0.8,節點 A 和節點 B 的名稱雖然不同，但都指稱應用程式的概念
php 網頁,app,web 頁面,app,0.8072,same,0.8,php 網頁和 web 頁面都是指網頁應用程式
雲端介面,app,icloud,app,0.804,different,0.8,節點 A 指的是一般的雲端介面，節點 B 指的是 Apple 的 iCloud，兩者雖相關但指稱不同概念
服務,app,儲存服務,app,0.8042,different,0.8,儲存服務是服務的一種特定類型
mysql,app,ms sql server,app,0.8035,different,0.9,mysql 和 ms sql server 是兩個不同的資料庫管理系統
電子商務網站,app,網頁,app,0.8151,different,0.8,電子商務網站和網頁是相關但不同的概念
套裝軟體,app,安裝軟體,app,0.8136,different,0.8,套裝軟體和安裝軟體雖相關但指稱不同概念
ftp,app,ftp 服務,app,0.8028,same,0.9,節點名稱語意相近，ftp 和 ftp 服務指稱同一概念
安裝程式,app,電腦程式,app,0.8015,different,0.8,節點 A 和節點 B 雖然都與程式相關，但安裝程式和電腦程式指稱不同的概念
雲端應用程式,app,app,app,0.8008,different,0.8,節點 A 指的是雲端應用程式，節點 B 指的是一般應用程式，兩者概念不同
電子郵件用戶端,app,電子郵件軟體,app,0.802,same,0.9,電子郵件用戶端和電子郵件軟體是同義詞
災害復原計畫,policy,災害復原計劃,policy,0.9934,same,0.9,兩節點名稱語意等價，計畫和計劃是同義詞
災難復原計畫,policy,災害復原計劃,policy,0.979,same,0.9,兩節點名稱語意等價，都是指復原計畫
災難復原計畫,policy,災害復原計畫,policy,0.9811,same,0.9,災難復原計畫和災害復原計畫是同義詞
rpo (復原點目標),policy,復原點目標 (rpo),policy,0.9719,same,1.0,節點 A 和節點 B 的名稱語意等價
營運持續性計畫,policy,營運持續計畫,policy,0.9736,same,0.9,兩節點名稱語意相近，營運持續性計畫和營運持續計畫是同義詞
強式密碼原則,policy,強密碼原則,policy,0.9655,same,0.9,強式密碼原則和強密碼原則是同義詞
資訊安全教育訓練,policy,資訊安全教育與訓練,policy,0.9609,same,0.9,節點名稱語意等價
手機app程式,app,otp app,app,0.8028,different,0.8,節點 A 指的是手機上的應用程式，節點 B 指的是特定的 OTP 應用程式，雖然相關但概念不同
存取控制政策,policy,存取控管政策,policy,0.9704,same,0.9,存取控制政策和存取控管政策是同義詞
強密碼原則,policy,密碼原則,policy,0.9559,same,0.8,強密碼原則和密碼原則是相關的安全政策，強密碼原則可以被視為密碼原則的一種具體實現或強化版本
教育培訓,policy,教育訓練,policy,0.9573,same,0.9,教育培訓和教育訓練是同義詞
營業秘密法,policy,營業祕密法,policy,0.9744,same,1.0,兩節點名稱語意等價
iso/iec 27001,policy,iso 27001,policy,0.9488,same,1.0,節點 A 和節點 B 的名稱語意等價，都是指 ISO 27001 安全標準
密碼原則,policy,安全密碼原則,policy,0.9511,same,0.9,節點名稱語意等價，都是指密碼的安全原則
網路應用程式,app,手機app程式,app,0.8073,same,0.8,節點名稱語意相近，網路應用程式和手機app程式都指稱應用程式
服務條約,policy,服務條款,policy,0.9393,same,0.9,服務條約和服務條款是同義詞
歐盟一般資料保護規範 (gdpr),policy,通用資料保護規範 (gdpr),policy,0.9409,same,1.0,節點 A 和節點 B 的名稱語意等價，均指稱歐盟一般資料保護規範
安全管理政策,policy,安全政策,policy,0.9362,same,0.9,節點名稱語意等價
營運持續性計畫,policy,營運持續規劃,policy,0.933,same,0.9,兩節點名稱語意相近，營運持續性計畫和營運持續規劃是同義詞
資訊存取控制政策,policy,存取控制政策,policy,0.9312,same,0.9,兩節點名稱語意相近，存取控制政策是資訊存取控制政策的標準化形式
風險處理策略,policy,風險處理措施,policy,0.9242,same,0.8,風險處理策略和風險處理措施在安全政策的背景下是同義詞
強密碼原則,policy,安全密碼原則,policy,0.9241,same,0.9,兩節點名稱語意等價，都是指密碼的安全原則
資訊安全策略,policy,安全策略,policy,0.9282,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指安全策略的概念
iso 27001：2022,policy,iso/iec 27001:2022,policy,0.9215,same,1.0,節點 A 和節點 B 的名稱語意等價，都是指 ISO 27001:2022 安全標準
風險管理計畫,policy,風險改善計畫,policy,0.9161,different,0.8,風險管理計畫和風險改善計畫雖相關但指稱不同概念
責任區分,policy,責任分擔,policy,0.9158,same,0.8,責任區分和責任分擔在安全政策的語境中是同義詞
存取權限管理,policy,存取權限控管,policy,0.9151,same,0.9,存取權限管理和存取權限控管是同義詞
備援計畫,policy,災難備援計畫,policy,0.9423,same,0.8,兩節點名稱語意相近，備援計畫和災難備援計畫都指涉資料或系統的備份和恢復機制
電腦處理個人資料保護法,policy,個人資料保護法,policy,0.9114,same,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及個人資料保護的法律
fips 140,policy,fips 140-2,policy,0.9146,same,0.9,FIPS 140-2 是 FIPS 140 的更新版本
iso/iec 27001:2022,policy,iso 27002:2022,policy,0.9097,different,0.9,ISO/IEC 27001:2022 和 ISO 27002:2022 是相關但不同的安全標準
強式密碼原則,policy,密碼原則,policy,0.9053,same,0.8,強式密碼原則和密碼原則在安全政策的語境下是相關的，且強式密碼原則可以被視為密碼原則的一種具體實現或強化版本
owasp cloud top 10,policy,owasp top 10,policy,0.9047,different,0.8,OWASP Cloud Top 10 和 OWASP Top 10 是相關但不同的安全政策
歐盟一般資料保護規範 (gdpr),policy,歐盟通用資料保護規範,policy,0.9046,same,1.0,節點 A 和節點 B 的名稱語意等價，都是指歐盟的資料保護規範
營運持續規劃,policy,營運持續計畫,policy,0.9421,same,0.9,營運持續規劃和營運持續計畫是同義詞
zero trust security,policy,零信任,policy,0.9005,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指零信任安全政策的概念
fips 140,policy,fips 140-3,policy,0.9022,same,0.9,FIPS 140 和 FIPS 140-3 是同一安全標準的不同版本
